1,,0,,1,0
2,,0.019487852,,2,0.052344669
3,,0.062056554,,3,0.139734308
4,,0.302149195,,4,0.198978002
5,,0.308597547,,5,0.251391381
6,,0.292012258,,6,0.274417556
7,,0.264806185,,7,0.292334299
8,,0.164287191,,8,0.296716497
9,,0.259116451,,9,0.316078685
10,,0.26738503,,10,0.322019043
11,,0.168863813,,11,0.321032701
12,,0.287239983,,12,0.333288027
13,,0.306344706,,13,0.328299849
14,,0.269130556,,14,0.332734569
15,,0.264438497,,15,0.342815972
16,,0.259277395,,16,0.35152246
17,,0.254761952,,17,0.350930051
18,,0.312397969,,18,0.355735962
19,,0.343976181,,19,0.357067094
20,,0.29740899,,20,0.353939625
21,,0.325822568,,21,0.356246703
22,,0.323066568,,22,0.355953177
23,,0.312702731,,23,0.35387275
24,,0.311312685,,24,0.358465678
25,,0.325660677,,25,0.35754294
26,,0.345652421,,26,0.358460603
27,,0.298376686,,27,0.356230658
28,,0.292606355,,28,0.359837619
29,,0.299260538,,29,0.359458013
30,,0.30981624,,30,0.357236906
31,,0.328225031,,31,0.353719614
32,,0.352765618,,32,0.351656606
33,,0.370768157,,33,0.348185961
34,,0.404664602,,34,0.348878288
35,,0.379555562,,35,0.343720535
36,,0.377766927,,36,0.340335185
37,,0.352605264,,37,0.337813595
38,,0.361771116,,38,0.337324498
39,,0.373509323,,39,0.333422314
40,,0.382456881,,40,0.332652716
41,,0.404771365,,41,0.331633499
42,,0.3842562,,42,0.330957553
43,,0.381731217,,43,0.330430549
44,,0.358863191,,44,0.32923622
45,,0.352117692,,45,0.32700943
46,,0.364964192,,46,0.324770823
47,,0.37192031,,47,0.3200692
48,,0.365338767,,48,0.319300541
49,,0.349837549,,49,0.320678389
50,,0.352682198,,50,0.319760639
51,,0.360615728,,51,0.318584537
52,,0.293606335,,52,0.315155116
53,,0.304695152,,53,0.31423822
54,,0.27885942,,54,0.313318937
55,,0.271918583,,55,0.313298872
56,,0.281959899,,56,0.312687425
57,,0.276909751,,57,0.309711296
58,,0.277987053,,58,0.308167478
59,,0.291540647,,59,0.30846852
60,,0.284902905,,60,0.307379163
61,,0.287115582,,61,0.305675341
62,,0.285350354,,62,0.304954531
63,,0.287564359,,63,0.30581275
64,,0.288765037,,64,0.306202345
65,,0.295415504,,65,0.306264582
66,,0.289474376,,66,0.306983316
67,,0.298552151,,67,0.305998493
68,,0.281262484,,68,0.305962385
69,,0.279667904,,69,0.305163897
70,,0.282091409,,70,0.306234504
71,,0.289547269,,71,0.304398391
72,,0.289739182,,72,0.304184336
73,,0.290798658,,73,0.304294689
74,,0.295889331,,74,0.30289199
75,,0.292611727,,75,0.302213489
76,,0.29852813,,76,0.301660715
77,,0.297379684,,77,0.300785084
78,,0.294879909,,78,0.298530281
79,,0.300119356,,79,0.298044094
80,,0.29788357,,80,0.29809383
81,,0.303367033,,81,0.298174706
82,,0.301303687,,82,0.296735652
83,,0.29929866,,83,0.295893481
84,,0.299765664,,84,0.295267398
85,,0.304421513,,85,0.294795772
86,,0.308849189,,86,0.294393031
87,,0.309305299,,87,0.294772519
88,,0.309778249,,88,0.294940869
89,,0.309786495,,89,0.295117454
90,,0.310999358,,90,0.294558834
91,,0.30359916,,91,0.294024154
92,,0.306465545,,92,0.293164299
93,,0.306449575,,93,0.29222023
94,,0.304260191,,94,0.29160623
95,,0.302238156,,95,0.291008583
96,,0.30403273,,96,0.290182804
97,,0.304486559,,97,0.28912188
98,,0.30730305,,98,0.289128393
99,,0.305622233,,99,0.287927017
100,,0.307871298,,100,0.288017643
1,,0,,,
2,,0.004325149,,,
3,,0.2919802,,,
4,,0.204944319,,,
5,,0.190821523,,,
6,,0.111682905,,,
7,,0.194874955,,,
8,,0.274046536,,,
9,,0.280753717,,,
10,,0.268236929,,,
11,,0.26470586,,,
12,,0.225064807,,,
13,,0.289561394,,,
14,,0.246618677,,,
15,,0.252001561,,,
16,,0.240267918,,,
17,,0.242245858,,,
18,,0.236754391,,,
19,,0.283003415,,,
20,,0.285950857,,,
21,,0.279453848,,,
22,,0.302642282,,,
23,,0.241264857,,,
24,,0.285502154,,,
25,,0.265662111,,,
26,,0.276282579,,,
27,,0.282212403,,,
28,,0.270321481,,,
29,,0.264445657,,,
30,,0.303605404,,,
31,,0.299802685,,,
32,,0.30521824,,,
33,,0.329850663,,,
34,,0.324384827,,,
35,,0.302205175,,,
36,,0.297657078,,,
37,,0.280409918,,,
38,,0.254951545,,,
39,,0.262575456,,,
40,,0.269897549,,,
41,,0.26910638,,,
42,,0.251253436,,,
43,,0.245336132,,,
44,,0.241849354,,,
45,,0.25074346,,,
46,,0.248798732,,,
47,,0.262583476,,,
48,,0.266711498,,,
49,,0.265505918,,,
50,,0.268412137,,,
51,,0.252150259,,,
52,,0.250680557,,,
53,,0.260689897,,,
54,,0.267913579,,,
55,,0.264762606,,,
56,,0.266192693,,,
57,,0.248649364,,,
58,,0.259567563,,,
59,,0.265556871,,,
60,,0.275622054,,,
61,,0.275454565,,,
62,,0.277324521,,,
63,,0.284167555,,,
64,,0.288294428,,,
65,,0.29558235,,,
66,,0.288788104,,,
67,,0.29466214,,,
68,,0.292525628,,,
69,,0.298145009,,,
70,,0.298236683,,,
71,,0.299437681,,,
72,,0.281530593,,,
73,,0.283089714,,,
74,,0.285293165,,,
75,,0.268161582,,,
76,,0.26359029,,,
77,,0.263942799,,,
78,,0.257678546,,,
79,,0.253740086,,,
80,,0.261804098,,,
81,,0.269692501,,,
82,,0.268114541,,,
83,,0.270923404,,,
84,,0.275632301,,,
85,,0.280948849,,,
86,,0.282969854,,,
87,,0.289996994,,,
88,,0.288956824,,,
89,,0.283120785,,,
90,,0.281385364,,,
91,,0.284816467,,,
92,,0.275183124,,,
93,,0.280033617,,,
94,,0.276285725,,,
95,,0.282366549,,,
96,,0.279655512,,,
97,,0.275533875,,,
98,,0.278411117,,,
99,,0.280481787,,,
100,,0.282441648,,,
1,,0,,,
2,,0.026166594,,,
3,,0.196605994,,,
4,,0.195718368,,,
5,,0.169256523,,,
6,,0.246797367,,,
7,,0.348112906,,,
8,,0.328179814,,,
9,,0.405620176,,,
10,,0.315488539,,,
11,,0.409357975,,,
12,,0.35076777,,,
13,,0.301931196,,,
14,,0.281110127,,,
15,,0.270332677,,,
16,,0.296230423,,,
17,,0.267391159,,,
